age,gender,place_type,hobby,climate,health_issues,selected_place
75,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
33,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
33,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
31,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
28,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
58,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
40,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
17,male,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
61,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
78,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
57,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
69,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
26,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
77,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
50,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
63,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
59,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
5,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
64,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
73,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
19,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
28,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
73,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
40,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
12,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
16,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
17,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
52,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
52,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
53,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
59,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
17,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
56,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
66,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
37,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
34,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
22,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
58,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
48,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
46,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
56,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
14,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
34,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
14,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
31,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
29,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
75,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
18,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
68,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
41,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
12,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
62,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
12,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
42,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
33,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
38,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
69,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
72,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
49,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
74,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
28,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
54,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
64,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
59,male,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
37,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
41,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
7,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
34,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
67,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
66,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
12,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
15,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
65,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
67,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
8,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
58,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
71,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
53,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
47,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
53,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
78,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
24,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
54,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
30,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
38,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
30,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
30,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
39,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
71,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
39,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
29,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
57,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
73,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
76,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
44,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
33,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
38,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
26,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
62,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
76,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
13,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
9,other,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
50,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
8,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
29,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
34,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
78,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
75,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
29,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
16,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
66,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
19,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
79,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
24,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
42,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
17,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
61,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
62,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
39,male,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
63,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
69,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
31,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
73,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
49,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
48,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
62,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
76,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
41,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
49,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
36,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
22,other,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
25,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
73,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
71,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
56,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
38,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
74,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
26,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
42,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
69,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
21,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
70,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
63,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
74,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
53,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
11,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
68,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
33,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
65,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
56,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
20,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
69,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
60,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
16,other,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
24,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
38,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
52,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
56,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
39,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
20,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
37,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
62,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
8,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
18,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
41,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
14,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
11,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
63,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
25,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
36,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
79,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
77,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
9,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
41,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
70,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
19,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
78,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
24,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
72,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
26,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
59,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
16,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
67,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
46,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
77,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
51,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
50,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
47,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
22,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
14,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
75,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
28,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
57,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
79,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
69,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
17,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
49,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
5,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
77,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
13,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
48,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
21,male,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
42,female,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
29,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
44,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
46,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
45,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
59,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
76,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
30,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
66,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
35,female,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
75,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
36,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
